,AC135068.3,AC135068.9,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1OR15-1,IGHV1OR15-9,IGHV1OR21-1,IGHV2-26,IGHV2-5,IGHV2-70,IGHV2-70D,IGHV2OR16-5,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-20,IGHV3-21,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-38,IGHV3-43,IGHV3-48,IGHV3-49,IGHV3-53,IGHV3-64,IGHV3-64D,IGHV3-66,IGHV3-7,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3OR15-7,IGHV3OR16-10,IGHV3OR16-12,IGHV3OR16-13,IGHV3OR16-8,IGHV3OR16-9,IGHV4-28,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-59,IGHV4-61,IGHV4OR15-8,IGHV5-10-1,IGHV5-51,IGHV6-1,IGHV7-4-1,IGHV7-81,IGHV8-51-1,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV1OR2-108,IGKV2-24,IGKV2-28,IGKV2-30,IGKV2-40,IGKV2D-24,IGKV2D-26,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV3OR2-268,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV3-32,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,TRAC,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ61,TRAJ7,TRAJ9,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-6,TRAV8-7,TRAV9-1,TRAV9-2,TRBC1,TRBC2,TRBD1,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-3,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV17,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV20OR9-2,TRBV23-1,TRBV24-1,TRBV25-1,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV30,TRBV4-1,TRBV4-2,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-6,TRBV7-7,TRBV7-9,TRBV9,TRDC,TRDD1,TRDD2,TRDD3,TRDJ1,TRDJ2,TRDJ3,TRDJ4,TRDV1,TRDV2,TRDV3,TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV10,TRGV11,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9
18BR019,0,0,185,24,22,102,6,113,11,14,0,64,0,0,0,18,123,17,1,0,121,30,218,0,10,186,360,177,141,0,0,14,102,39,49,12,1,20,226,29,36,218,1,0,1,6,0,2,3,6,82,174,46,95,48,0,1,111,28,116,3,0,89,235,141,141,9,0,17,531,39,35,219,6,6,16,1,7,0,23,0,4,4,7,201,16,148,0,1,0,10,15,3,4,452,194,819,1,11,8,37,3,1,576,1,25,3,0,47,433,144,131,3,1,49,0,384,930,23,329,1,176,284,15,0,0,241,336,0,201,7,0,30,1,8,94,1,27,2,3,158,47,61,146,6,339,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,3,1,6,9,5,4,4,6,3,8,0,3,15,0,3,2,1,2,1,1,7,1,1,0,3,0,4,0,6,0,2,2,0,0,1,2,6,1,0,0,0,3,216,978,3,0,3,4,6,5,6,5,2,19,15,0,0,4,7,0,1,7,0,0,3,3,1,3,3,1,0,0,4,7,5,11,0,3,1,0,2,40,6,2,3,0,4,4,0,2,2,2,0,2,8,2,8,1,0,0,0,6,4,0,2,0,15,4,14,0,0,0,0,0,0,0,0,6,1,15,59,0,1,0,0,2,1,6,0,9,7,13,11,4,6
11BR074,0,0,267,144,154,226,0,97,508,3,0,475,0,0,0,298,1188,331,0,1,187,29,191,0,11,314,354,739,420,0,0,5,185,86,73,0,359,27,251,40,42,209,2,0,1,11,0,0,9,72,67,175,31,486,236,3,120,458,79,0,0,0,45,175,239,53,36,0,26,1230,84,7,103,5,0,9,3,21,0,32,2,1,2,3,83,66,618,15,9,0,67,9,42,246,389,516,3394,3,45,102,70,0,3,1539,9,8,6,0,174,461,207,459,0,2,32,0,603,532,541,673,0,185,234,449,3,4,161,2366,1,393,10,0,68,10,44,166,0,37,1,6,147,32,47,131,1,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,4,2,12,9,0,8,2,2,0,4,5,7,2,1,4,1,2,3,2,2,0,2,5,1,0,2,1,1,3,1,9,0,2,3,2,0,1,4,3,4,1,0,0,2,153,266,2,0,0,2,4,2,3,0,0,1,0,1,0,1,3,1,0,6,0,0,1,3,0,1,0,0,0,0,3,9,7,7,0,3,0,0,8,3,4,5,1,2,6,6,1,3,0,6,0,8,5,2,1,3,0,0,0,17,7,4,2,0,8,2,18,0,0,0,0,1,1,0,1,2,0,11,28,0,1,0,0,0,1,5,0,4,13,14,7,7,2
01BR008,14,0,15185,3605,2185,466,3,873,102,740,3835,1437,3,1,0,325,630,79,125,2,1954,454,13837,1,402,11076,11993,2994,3304,1,0,628,2262,1948,1377,183,627,483,5420,4123,1468,1664,19,4,1,253,4,9,163,25,1427,3447,569,2255,716,0,3073,4934,162,23,0,0,5100,926,7470,3086,1370,6,2355,35694,708,504,13828,903,31,319,210,1525,15,5284,11,437,67,26,941,1111,6094,225,164,3,2303,6071,2046,1917,17948,10888,58162,38,1312,1737,6024,128,19,63512,212,632,83,0,223,10093,7485,2565,14,31,263,3,1094,10403,148,4818,4,290,13546,1962,78,162,9909,12031,0,10779,1601,0,159,13,4455,3058,770,269,12,1,2563,907,1604,3567,165,3119,1,1,1,1,3,0,1,3,2,0,0,2,0,3,2,3,0,1,3,0,0,6,3,1,2,0,0,2,0,4,0,4,5,0,0,1,1,1,1,0,0,0,1,0,0,0,4,0,2,0,1,0,3,0,1,4,36,14,10,56,34,60,42,20,12,18,31,5,33,10,31,51,9,16,20,10,24,12,7,43,30,7,1,11,11,23,15,39,0,12,6,16,0,13,23,34,21,35,0,0,26,2120,2389,39,3,5,22,21,21,25,4,5,9,10,4,1,3,11,2,14,33,2,8,13,22,7,5,21,15,3,0,34,51,39,196,1,19,33,9,33,20,101,52,13,47,84,121,0,37,13,20,0,48,18,2,46,26,0,2,2,86,8,2,16,4,87,40,260,0,0,0,4,0,4,0,91,16,19,141,327,0,1,0,1,0,2,45,0,54,19,38,3,6,22
11BR080,1,0,7269,2264,6030,378,0,692,249,1,1,2988,1,2,0,21,2384,2084,1,0,504,166,2473,0,65,6004,1970,2601,638,0,0,9,1465,293,27,2,1,76,3184,7,195,1871,1,0,0,123,3,1,32,315,242,5925,278,588,387,2,1,686,286,807,0,0,870,314,109,38,679,2,321,1734,68,16,297,347,227,730,3,486,2,448,2,1,48,1,125,84,945,3,24,0,255,486,347,38,15489,883,1372,1,1176,119,156,1,7,2711,11,10,0,1,44,818,525,1621,1,69,5,0,2546,2830,672,11388,0,252,10923,1574,47,38,1481,20975,265,10538,2073,0,112,5,24,2413,4,14,3,3,1376,53,85,4,16,1080,0,2,0,0,0,0,0,2,0,0,0,1,2,0,1,1,0,0,1,2,0,4,0,0,3,0,0,0,1,1,0,1,0,0,1,1,0,2,3,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,4,8,17,16,23,25,9,9,12,15,4,27,15,5,10,14,13,4,9,8,10,7,7,11,7,6,7,13,11,3,18,0,4,19,3,0,5,10,18,9,16,0,0,24,546,1181,7,3,1,3,5,8,9,3,1,2,1,0,0,2,3,0,1,7,2,2,16,14,1,10,20,6,1,0,9,37,21,55,0,10,1,9,22,47,20,14,21,7,9,78,0,17,9,24,1,18,23,4,28,11,0,0,1,36,15,5,17,2,54,15,32,0,0,1,1,1,0,0,43,3,0,17,66,0,0,0,0,0,0,21,0,19,6,0,0,9,18
11BR075,0,0,153,465,1733,736,0,158,51,29,0,28,0,0,0,40,271,34,2,0,104,189,206,0,32,393,608,160,268,0,0,24,97,30,62,13,0,6,534,33,33,153,1,0,0,12,0,0,7,7,254,118,124,223,17,0,0,202,40,45,2,0,288,282,483,525,244,0,59,600,172,1,29,76,8,56,15,213,0,110,0,0,2,0,38,21,120,0,10,0,62,36,50,21,260,243,377,0,42,33,60,1,1,634,5,7,7,0,39,353,319,218,0,1,63,0,107,335,15,226,0,40,120,135,0,1,249,1196,0,84,16,0,91,0,15,45,0,34,0,0,151,41,21,111,11,220,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,9,5,6,5,11,3,3,9,5,0,2,1,2,6,5,5,2,1,1,3,0,0,0,2,1,1,3,3,0,1,0,2,0,2,5,1,5,3,0,0,2,65,155,7,1,0,1,1,2,3,0,0,0,0,1,0,0,0,0,1,5,0,0,1,2,0,0,1,0,0,0,4,9,5,5,1,1,1,1,9,1,10,6,2,2,3,6,0,1,0,2,1,3,4,0,3,1,0,0,0,5,3,0,3,2,8,3,15,0,0,0,0,0,1,0,0,2,0,8,9,0,0,0,0,0,2,3,0,6,3,6,5,4,2
20BR006,0,0,11,5,14,293,0,0,0,12,0,3,0,0,0,32,5,0,1,0,8,0,21,1,0,497,92,25,7,0,0,2,101,0,3,0,2,1,21,0,3,3,0,0,0,0,0,0,0,31,2,31,2,4,5,0,1,9,20,1,0,0,6,3,0,3,9,0,7,692,1,0,6,1,16,4,0,5,0,4,0,0,0,0,4,0,5,0,0,0,0,0,1,1,3,38,23,0,0,0,2,0,0,65,0,0,2,1,0,1,3,10,0,0,0,0,21,38,0,39,0,1,95,4,0,2,40,509,0,98,2,0,55,0,0,2,3,28,0,0,3,0,3,2,1,104,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,12,5,0,3,4,3,0,6,0,0,0,1,3,1,1,7,2,2,3,1,0,0,1,0,0,1,4,0,0,2,2,0,1,1,3,1,1,0,0,3,28,69,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,3,0,0,0,0,0,0,1,4,1,4,0,0,2,1,1,3,5,0,1,0,0,10,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,0,2,0,2,1,14,0,0,0,0,0,0,0,4,0,0,14,13,0,0,1,0,0,1,3,0,5,2,1,3,2,2
21BR002,0,0,17,38,6,1,0,3,0,3,0,0,1,0,0,2,0,52,1,0,172,20,22,0,6,9,190,679,29,0,0,14,30,0,3,0,2,1,49,3,1,62,0,0,0,3,0,0,2,16,1,74,98,19,40,0,60,12,17,0,0,0,221,1,383,2,1,0,5,201,2,3,6,38,0,1,15,0,0,22,0,0,3,0,25,1,11,0,7,0,6,11,4,0,252,43,85,0,14,5,23,0,1,111,1,2,1,0,6,55,330,73,0,1,0,0,15,93,0,114,0,37,31,16,0,1,105,1244,0,261,2,0,1,0,0,186,0,3,3,4,21,33,4,42,2,1036,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,1,4,3,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,17,10,17,9,2,2,9,0,1,0,2,5,3,0,1,2,7,2,8,4,4,1,1,5,6,5,6,6,0,1,3,0,0,2,4,11,12,3,0,0,11,630,755,5,0,0,3,1,0,8,2,0,0,0,0,0,2,1,1,1,6,0,3,2,5,0,2,2,2,0,0,6,17,6,19,3,0,0,1,18,3,5,3,10,16,4,10,0,4,1,1,0,5,6,0,18,9,3,0,0,7,3,2,3,6,16,8,21,0,0,0,0,1,0,0,2,4,0,23,105,0,0,0,0,1,0,4,0,9,2,1,6,4,0
21BR010,0,0,9,8,0,2,0,6,1,0,0,1,0,0,0,1,11,0,0,0,11,14,47,0,1,17,41,10,22,0,0,1,15,7,6,0,0,4,36,10,9,48,0,0,0,2,0,0,0,1,3,13,0,4,2,0,0,6,17,11,0,0,6,17,20,12,3,0,3,73,2,0,20,1,1,5,3,3,0,4,0,0,0,0,15,3,30,0,10,0,5,10,4,0,49,22,62,0,1,1,5,0,1,37,2,2,2,2,0,4,12,7,0,0,16,0,6,74,2,28,0,17,0,1,0,0,15,0,0,4,1,0,1,1,6,3,4,0,0,0,4,10,4,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,10,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,1,0,0,2,0,1,4,3,6,4,1
05BR016,0,0,47,58,94,0,0,19,0,7,0,5,0,0,0,13,44,28,10,0,19,1,149,0,1,33,53,530,14,0,0,4,88,2,8,6,3,11,10,9,6,17,0,0,0,2,0,0,1,41,21,24,6,45,1,0,6,103,54,0,0,0,24,33,4,37,2,0,4,141,7,2,18,1,13,2,0,0,0,3,0,0,0,0,2,0,38,0,0,0,1,1,2,0,67,78,130,0,1,2,1,0,0,67,7,0,3,1,1,23,77,75,1,0,3,0,41,1479,2,51,1,15,187,8,1,0,47,142,0,56,1,0,2,0,2,5,0,54,1,1,49,4,3,0,4,201,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,2,3,0,0,0,1,0,5,1,8,3,0,1,0,0,0,1,3,4,1,6,2,0,1,2,0,0,1,6,0,0,1,1,0,2,1,2,2,6,0,0,2,123,73,1,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,4,1,0,2,2,0,0,1,3,2,5,0,2,2,1,2,8,3,2,0,1,1,5,0,8,1,4,0,0,2,0,2,3,0,0,1,5,5,0,1,0,2,2,6,0,0,0,0,0,0,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,1,1
11BR006,5,0,117,28,42,166,0,57,5,6,0,90,0,0,0,48,417,36,1,0,61,18,466,0,6,171,1250,230,149,1,0,7,97,35,31,10,2,22,657,77,33,131,1,0,0,4,3,0,15,225,81,190,97,596,555,0,1,695,62,281,0,0,112,79,75,190,1,0,12,2841,93,4,78,4,26,17,14,4,0,6,0,7,0,3,97,2,94,0,2,0,2,23,3,12,348,249,2110,0,9,9,2253,0,2,550,4,9,3,0,38,934,397,89,1,2,47,0,201,803,44,227,1,154,195,53,1,0,270,1062,0,161,33,0,15,0,15,194,0,34,4,0,94,43,202,91,8,189,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,4,3,3,2,5,1,1,3,5,7,0,5,3,1,0,0,3,0,2,5,5,0,0,1,1,1,1,5,1,2,5,0,0,3,7,2,2,6,0,0,7,102,268,2,0,1,0,3,2,2,0,1,1,1,1,0,2,1,0,1,4,0,3,4,1,0,1,2,1,0,0,8,10,6,10,1,1,2,0,2,14,5,5,4,1,2,8,0,3,1,2,0,3,3,0,5,4,0,0,0,12,10,1,1,0,7,1,14,0,0,0,0,0,0,1,1,0,0,341,27,2,0,2,0,2,0,2,0,1,2,3,0,0,12
03BR004,0,1,56,23,1,0,0,1,7,1,6,1,0,0,0,1,2,1,0,0,16,1,19,0,3,78,66,24,18,0,2,4,24,15,2,1,0,6,21,7,4,18,2,0,0,0,0,0,0,2,4,8,1,4,15,0,0,26,4,0,0,0,10,15,16,21,1,0,0,57,13,0,7,7,0,1,0,0,0,0,0,0,2,1,17,2,12,0,3,0,1,6,0,0,18,31,72,0,1,1,2,0,0,67,0,13,0,0,0,64,25,40,0,0,0,0,40,90,3,48,0,22,11,7,0,0,6,177,0,31,5,0,19,0,0,2,0,3,0,2,4,2,16,5,0,147,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,3,0,2,4,1,0,1,4,2,0,0,2,0,1,1,0,1,2,0,1,0,0,0,0,1,0,1,3,2,1,0,0,3,46,105,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,2,0,1,3,2,3,0,0,0,0,2,7,5,6,2,0,1,6,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,1,1,1,3,7,0,0,0,0,0,0,0,2,0,0,6467,206,15,5,19,0,37,2,24,1,0,10,8,9,5,206
20BR007,6,2,2324,2155,405,25,29,1082,106,788,915,9381,0,4,1,166,818,0,112,1,872,42,796,1,1217,6802,3083,3540,2152,3,0,34,1951,1378,282,103,3,109,2149,48,136,655,1,3,1,26,6,1,166,945,1478,2374,28,2542,11386,14,5,2181,269,2082,6,0,964,341,1008,2197,133,2,293,14334,666,81,2895,368,1678,275,200,61,0,243,1,337,47,14,408,63,492,3,213,5,51,1076,28,29,19642,8400,93571,10,212,223,28215,4,39,24821,67,394,366,1,48,4597,1282,216,2,7,19,4,13480,16342,56,2367,0,1415,1979,1088,9,302,12084,1151,0,2377,2618,1,152,1,39,961,8,136,2,0,609,533,610,931,112,447,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,1,2,15,4,14,13,7,9,5,9,12,20,1,11,0,4,8,11,6,2,0,9,4,2,1,2,3,0,6,4,11,1,4,0,1,7,4,0,1,3,17,2,7,0,0,10,134,225,2,1,5,2,5,4,7,0,0,0,0,0,0,0,0,1,0,4,0,4,3,5,2,5,4,15,0,0,11,32,10,13,0,5,7,1,7,3,18,4,4,5,1,7,0,5,0,2,0,5,3,2,5,7,0,0,0,9,5,1,2,0,12,6,42,0,0,0,1,0,1,0,23,6,0,43,56,0,2,0,0,1,5,6,0,11,18,8,6,7,2
01BR040,17,2,10686,4958,1570,2379,8,2232,247,8079,2080,10553,1,15,11,1780,1516,441,1416,2,2762,315,4549,1,1313,6415,12545,4444,5316,6,2,355,5448,3694,3688,740,1216,1475,10247,268,509,9612,4,6,2,913,8,3,131,417,2005,3888,5233,6763,1917,3,1860,7732,122,7,2,0,2083,1657,4929,4504,1332,12,3070,44373,3413,255,6825,783,63,384,782,1379,12,6487,14,17,159,52,1011,1917,2666,31,383,29,4167,406,777,192,28859,17731,63057,24,2198,3004,29709,15,59,49334,2057,7077,1939,0,86,5101,18850,24248,8,116,143,11,8677,24886,396,7020,6,1030,6046,5885,40,1501,26014,14915,6,22943,2287,0,485,22,1311,8288,45,354,55,4,4096,606,849,860,2480,1262,4,0,0,2,1,0,1,1,0,0,0,6,1,1,0,1,0,1,1,1,0,0,0,2,0,2,3,0,0,2,1,1,1,0,1,3,1,1,0,0,0,0,1,4,0,0,0,2,0,0,2,0,6,0,1,0,2,19,4,9,34,25,17,27,9,7,29,3,41,10,3,11,15,10,7,6,13,6,10,8,28,2,0,15,3,18,5,17,1,3,6,6,0,10,18,18,14,17,0,0,23,768,1541,8,1,6,4,6,8,6,5,4,1,0,5,0,1,4,17,6,40,1,0,12,17,0,1,5,7,0,0,32,26,27,79,4,5,15,0,61,68,23,24,13,22,8,75,1,18,20,8,2,32,31,1,13,12,1,0,0,30,25,9,25,3,63,30,71,0,0,0,2,0,0,0,20,3,2,33,117,0,0,0,0,0,0,11,0,5,13,28,16,5,11
11BR011,22,0,8598,3887,322,6144,2,495,66,4029,0,2537,13,0,2,19,6353,428,7,0,2419,3320,1098,1,41,2300,28796,5738,1880,5,3,29357,10202,930,2013,731,13,413,2209,279,284,2595,7,2,0,99,0,5,373,1991,566,4335,2763,5912,1473,3,2,2701,666,16823,6,0,418,318,2528,8363,44,0,422,11783,575,283,1177,24,11,24,4,29,0,231,3,39,18,16,1661,147,1519,2,11,0,150,108,33,74,7444,9041,20564,11,108,68,111,2,15,173705,244,953,30,0,52,4348,3022,1931,1,16,234,0,1332,8930,896,2441,2,1831,2456,412,2,20,47906,3077,2,4104,154,0,532,10,183,536,4,341,6,0,1185,329,102,7082,2917,1441,3,0,1,2,1,1,3,1,1,0,3,0,0,1,0,2,0,1,0,1,0,2,0,1,2,0,1,1,1,2,0,0,2,0,0,1,0,2,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,0,0,2,9,15,9,23,27,32,21,12,14,12,28,13,31,10,18,15,8,10,8,6,20,4,4,12,18,5,3,5,7,24,5,37,0,12,7,4,2,11,26,18,17,17,0,0,36,612,1438,12,3,5,10,4,11,10,7,1,4,6,0,1,1,6,0,9,19,2,6,17,16,2,4,7,7,0,0,21,37,16,87,0,9,11,1,33,76,36,31,18,26,16,52,0,18,7,14,0,19,25,0,20,11,2,0,0,54,20,1,10,5,67,20,106,0,0,0,5,0,1,0,36,12,0,331,163,0,0,0,0,2,4,27,1,14,25,29,20,9,35
21BR001,12,0,992,724,842,2959,0,1003,48,2228,26,8255,1,1,0,85,4725,138,74,3,4573,74,5413,1,191,8528,10908,2831,6508,1,0,334,2642,188,1186,283,1949,810,2259,109,95,4860,4,4,19,951,20,4,139,592,364,12022,18,574,350,0,4880,1790,7906,3,0,0,374,746,224,848,3994,5,2081,10825,352,11,4188,106,5,301,8,3723,5,4666,3,5,20,26,443,1849,2687,14,100,12,3426,1159,725,81,3373,2784,24558,2,229,455,3119,6,14,25118,17,881,1736,1,304,5850,3264,4690,11,39,6,0,671,13781,102,2635,6,1878,26323,136,124,12,306,17128,12,354,18,1,121,7,53,2754,0,83,19,1,1573,158,8497,2205,93,1836,1,0,3,1,0,0,1,2,3,0,1,0,2,0,0,1,0,1,0,1,0,1,1,1,4,0,1,0,3,4,1,0,2,1,1,0,1,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,8,7,2,3,13,23,27,14,16,9,15,1,24,11,14,10,1,8,7,9,12,2,10,11,18,4,3,13,5,11,7,13,0,3,8,3,0,21,21,18,12,18,0,0,21,1304,1266,9,0,2,4,3,11,9,6,1,1,6,4,1,2,3,4,13,14,0,3,10,20,2,2,12,9,0,0,15,42,9,89,0,9,6,5,39,12,57,12,1,8,21,34,0,18,7,23,0,10,16,1,39,6,0,0,1,49,15,0,2,6,55,36,112,0,1,0,1,2,4,0,10,26,0,182,119,0,0,1,0,2,0,7,2,5,5,18,2,1,9
06BR003,5,5,1790,1190,151,1612,8,514,277,714,131,540,0,8,1,453,2267,78,115,0,841,16,1503,0,355,1099,2482,2483,393,4,6,101,531,447,169,119,241,78,952,107,397,468,13,2,1,35,7,2,42,75,1242,1683,254,1906,235,1,366,1489,468,630,5,0,576,707,699,2519,112,1,154,9782,824,493,3111,86,358,80,298,128,3,153,14,84,89,72,1261,38,905,8,129,7,60,315,104,446,5812,4616,11832,17,271,139,438,6,21,26471,52,207,40,0,28,3969,1442,802,4,7,80,0,5495,6448,59,3715,3,1492,2827,2295,3,11,6172,5621,11,970,24,0,126,6,843,748,18,250,6,0,17626,312,282,133,87,785,0,1,0,1,1,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1,0,0,0,2,0,0,1,11,9,0,23,13,6,14,7,13,10,9,5,8,6,4,13,1,4,2,3,15,3,11,17,23,2,2,2,2,5,2,11,2,3,7,1,0,6,6,16,17,6,0,0,15,287,726,6,0,2,2,3,3,4,2,1,0,4,0,1,1,1,0,0,14,4,6,7,9,1,3,7,3,0,0,7,23,10,40,0,5,9,3,16,34,35,8,4,9,21,26,0,20,2,5,1,9,16,4,10,4,0,0,0,41,15,1,4,2,30,11,30,0,0,1,1,0,0,0,17,1,0,352,42,0,0,0,0,1,2,28,0,10,5,5,2,0,125
