,AC135068.3,AC135068.9,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1OR15-1,IGHV1OR15-9,IGHV1OR21-1,IGHV2-26,IGHV2-5,IGHV2-70,IGHV2-70D,IGHV2OR16-5,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-20,IGHV3-21,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-38,IGHV3-43,IGHV3-48,IGHV3-49,IGHV3-53,IGHV3-64,IGHV3-64D,IGHV3-66,IGHV3-7,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3OR15-7,IGHV3OR16-10,IGHV3OR16-12,IGHV3OR16-13,IGHV3OR16-8,IGHV3OR16-9,IGHV4-28,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-59,IGHV4-61,IGHV4OR15-8,IGHV5-10-1,IGHV5-51,IGHV6-1,IGHV7-4-1,IGHV7-81,IGHV8-51-1,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV1OR2-108,IGKV2-24,IGKV2-28,IGKV2-30,IGKV2-40,IGKV2D-24,IGKV2D-26,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV3OR2-268,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV3-32,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,TRAC,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ61,TRAJ7,TRAJ9,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-6,TRAV8-7,TRAV9-1,TRAV9-2,TRBC1,TRBC2,TRBD1,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-3,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV17,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV20OR9-2,TRBV23-1,TRBV24-1,TRBV25-1,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV30,TRBV4-1,TRBV4-2,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-6,TRBV7-7,TRBV7-9,TRBV9,TRDC,TRDD1,TRDD2,TRDD3,TRDJ1,TRDJ2,TRDJ3,TRDJ4,TRDV1,TRDV2,TRDV3,TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV10,TRGV11,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9
01BR018,11,0,4968,1350,1779,1583,3,2014,178,276,6,905,1,12,1,444,1006,511,6,1,1239,160,2890,1,57,1689,3986,5945,855,5,0,416,1273,535,332,62,394,220,1422,230,412,500,17,0,0,35,3,0,73,630,454,1648,1008,1822,141,5,981,757,262,689,3,0,431,614,1131,1019,68,0,176,11184,493,57,2899,84,125,91,6,65,0,103,3,4,17,7,962,56,733,4,23,3,45,1112,31,183,3974,3726,7481,3,96,118,1813,0,14,14914,104,86,32,0,282,3232,4080,1816,5,9,443,9,1073,4550,214,2958,19,783,4875,294,10,36,3133,3794,0,2583,99,24,334,8,78,853,29,183,5,3,1645,436,840,2140,51,1150,2,0,0,3,2,2,0,1,2,0,1,1,0,1,2,1,0,1,1,0,1,2,0,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,5,1,2,20,23,13,15,12,17,13,60,1,33,8,18,15,5,8,11,3,13,20,3,6,30,2,2,6,1,11,5,15,1,25,7,3,0,6,13,12,4,18,0,0,12,619,1086,10,3,4,7,4,5,11,5,2,1,4,0,0,3,3,0,0,12,0,0,7,8,2,3,7,18,1,1,6,33,14,44,0,5,20,3,11,25,32,12,21,4,45,61,0,13,1,8,0,24,20,9,17,40,0,0,0,40,10,9,20,5,17,15,38,0,0,0,0,0,0,0,32,1,0,31,223,0,0,1,0,3,6,69,0,17,11,19,8,5,15
11BR009,4,0,1200,35,296,644,1,549,222,342,0,400,0,0,0,528,648,527,6,0,1326,25,325,0,71,773,1675,1142,938,1,0,778,947,353,302,17,56,110,791,102,95,3742,1,0,1,42,4,1,36,239,587,648,1186,519,190,1,91,3147,72,1457,0,0,878,791,135,131,19,2,37,4073,264,12,469,42,114,41,100,17,5,47,0,0,11,8,57,26,322,4,16,0,21,80,8,226,2774,878,4690,6,97,9,46,1,6,13045,4,63,86,1,65,1487,1427,627,3,3,468,0,516,1418,84,6083,2,170,8399,447,1,9,1627,1003,0,527,211,0,81,1,3,464,1,103,17,2,318,1334,676,2514,15,662,1,2,0,2,2,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,2,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,5,5,5,10,13,8,12,20,13,5,15,2,10,6,5,11,2,2,2,3,6,0,0,6,9,3,1,3,2,2,5,17,0,3,6,7,0,1,11,15,10,4,0,0,8,272,428,5,2,8,8,9,9,10,0,0,2,0,3,0,0,0,2,4,10,0,0,2,2,0,4,3,7,0,0,6,19,4,26,0,10,6,0,12,14,30,11,9,10,22,14,0,4,3,1,1,4,6,0,13,7,2,0,0,13,12,1,4,0,18,9,55,0,0,0,0,0,1,0,20,8,0,55,81,1,0,0,0,0,3,20,0,8,13,16,9,15,20
05BR043,1,0,542,423,71,1448,2,2245,1,3278,1421,183,0,0,0,22,270,163,78,0,239,49,173,0,5,137,1132,1833,330,1,0,74,224,93,95,3,181,30,517,33,137,106,0,0,0,22,1,0,6,817,144,556,229,149,47,0,71,444,132,140,0,0,1339,2451,257,629,75,10,430,2305,7821,6,273,276,2,442,17,72,11,1020,0,4,12,9,318,192,111,119,48,0,465,26,39,1343,1860,788,2162,4,137,117,295,115,7,2506,6,40,12,0,53,754,941,557,2,2,4,0,173,362,15,1141,0,120,208,732,8,3,573,411,1,383,19,0,28,0,3,191,2,20,1,0,234,25,43,30,14,617,1,3,2,4,0,0,0,0,3,1,0,0,0,1,3,2,0,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,3,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,1,1,3,5,16,6,19,22,14,15,7,16,8,0,5,8,4,10,4,10,6,3,11,5,4,5,8,2,0,2,4,11,2,14,0,5,8,5,0,9,13,16,11,9,0,0,14,423,672,8,3,2,14,7,18,14,1,0,2,2,1,4,2,12,2,3,11,0,1,13,6,1,0,5,2,1,0,15,51,19,26,2,24,6,2,13,42,87,12,6,9,2,40,1,14,8,9,0,7,4,0,8,13,0,2,0,10,12,5,2,4,14,8,81,0,0,0,3,2,6,1,5,11,0,29,41,0,0,0,0,0,3,7,0,4,24,37,15,7,5
09BR001,0,0,5,0,0,9,2,3,0,0,0,5,0,0,0,2,1,0,0,0,9,2,12,0,1,17,15,5,7,0,0,1,7,9,0,3,0,0,8,4,3,23,0,0,0,1,0,0,1,0,2,0,2,5,2,0,1,4,2,3,0,0,2,0,3,6,0,0,2,20,2,0,3,1,6,1,2,0,0,2,0,0,0,6,4,8,8,0,1,0,6,1,0,0,21,40,45,0,4,1,8,0,0,18,0,2,0,0,1,9,8,15,3,1,5,0,9,26,2,15,0,8,18,6,0,0,20,10,0,6,0,0,3,0,2,3,0,5,0,0,3,0,1,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,4,1,0,1,1,1,0,1,0,2,2,1,3,0,7,5,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,2,0
01BR020,1,0,1053,403,26,601,1,182,0,146,118,1752,0,0,0,11,5947,0,24,0,153,2,150,0,39,2184,926,1028,1142,0,6,12,581,634,12,890,2,25,305,13,818,1705,1,0,0,124,6,0,73,142,246,602,12,225,337,0,2,2089,246,6,0,0,175,63,641,1513,118,0,309,3528,200,10,392,33,4,11,13,93,1,814,2,23,2,25,15,190,590,0,1,12,392,305,220,0,2756,857,26166,2,189,129,3069,3,5,13690,12,10,3,0,0,3029,1519,871,0,1,8,0,942,1417,336,4808,0,17,614,923,0,6,17318,644,0,3462,25,0,1030,1,5,37,8,176,19,28,791,1,20,14,573,774,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,2,0,0,2,1,1,1,4,0,1,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,2,0,0,0,3,11,3,10,6,10,12,7,4,7,14,2,26,10,8,7,0,4,1,3,4,6,3,5,7,0,3,4,8,4,5,10,0,5,6,7,0,5,9,10,8,11,0,0,12,450,906,13,0,5,7,4,9,17,2,2,4,2,0,0,0,2,3,7,7,0,5,6,16,2,1,4,5,1,0,8,21,14,46,1,3,8,3,11,12,12,16,5,6,10,30,0,17,1,7,0,9,8,0,12,8,0,0,0,71,6,1,14,5,12,21,11,0,0,0,0,0,0,0,3,1,0,19,34,0,0,0,2,0,1,13,0,3,6,4,2,1,3
18BR003,0,0,193,41,16,47,1,242,12,42,7,105,0,0,0,25,751,89,11,0,202,7,104,0,134,138,580,300,105,0,0,14,60,24,35,0,0,15,272,78,17,63,2,1,0,0,0,0,10,57,34,271,142,91,34,1,0,182,208,1,9,0,55,62,84,139,9,0,39,368,78,33,155,5,1,11,1,3,0,43,0,8,5,3,78,4,46,0,11,0,5,12,1,13,245,404,1036,1,11,7,39,0,3,1503,10,24,2,0,11,315,340,158,1,1,44,0,173,1273,26,904,0,116,359,8,12,3,197,229,0,358,25,0,1,1,16,68,18,9,2,4,50,44,58,156,19,1523,3,7,2,4,2,5,2,0,1,1,0,2,0,4,1,1,0,0,2,2,0,5,0,0,3,0,3,0,4,1,1,3,3,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,1,1,5,19,8,39,45,30,52,17,30,14,25,9,37,6,15,28,10,10,10,17,20,12,11,15,14,3,0,7,11,22,6,28,1,3,23,19,0,7,24,30,15,24,0,0,48,648,1637,7,1,9,16,12,14,11,4,4,4,13,0,0,1,9,4,7,34,0,4,19,25,6,21,10,3,1,0,15,84,30,58,0,6,20,2,68,90,47,37,24,28,19,52,0,34,7,10,0,18,22,2,35,33,0,0,2,62,6,5,10,0,40,26,44,0,0,0,1,1,0,1,19,3,1,130,137,1,1,1,0,0,5,60,0,27,21,14,5,10,22
06BR005,0,0,105,139,19,44,2,42,0,19,17,28,0,1,0,14,76,18,7,0,26,0,77,0,12,130,262,45,43,0,0,12,132,73,12,4,0,6,154,12,3,43,0,0,0,1,0,0,6,4,36,41,29,81,18,0,0,68,6,52,0,0,17,57,43,70,9,0,8,428,34,6,256,9,66,6,15,5,0,10,0,0,4,2,22,9,22,0,2,0,3,16,0,20,220,179,543,1,12,6,20,1,1,272,0,5,2,0,3,133,151,131,1,2,8,0,107,338,2,224,0,45,142,10,1,1,133,265,0,116,4,0,4,0,7,22,6,3,0,1,42,31,19,59,29,542,3,3,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,3,7,17,6,11,5,9,6,11,2,9,8,3,5,4,6,3,4,14,6,6,8,4,3,1,1,1,4,3,9,1,1,7,7,0,2,6,11,7,15,0,0,4,238,512,4,1,0,9,7,7,11,1,2,0,1,0,2,0,1,0,5,6,0,0,12,4,2,2,2,4,0,1,5,22,6,38,4,4,3,4,7,9,13,7,3,4,4,16,0,5,2,4,1,9,13,1,5,4,2,1,0,81,8,0,2,0,11,6,12,0,0,0,0,0,0,0,6,3,0,88,22,0,0,0,0,1,2,5,0,7,3,0,0,3,10
05BR038,2,0,401,319,1548,148,0,142,7,31,0,27,0,0,0,16,85,80,8,1,97,24,170,1,57,264,485,503,221,0,2,100,220,526,1087,13,65,173,522,28,11,160,0,1,1,45,0,1,4,64,114,490,365,305,6,0,86,143,90,1,1,0,58,173,145,82,32,0,104,1106,30,18,21,27,47,39,19,32,0,148,0,16,3,2,81,22,52,1,16,1,66,27,19,14,554,429,2241,1,46,65,223,1,2,492,7,6,4,1,4,406,423,269,2,2,27,0,140,515,30,267,0,76,358,20,33,7,252,4748,0,204,9,0,21,29,31,93,0,21,1,6,165,76,26,89,14,342,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,1,8,2,4,4,5,3,5,1,2,4,5,0,5,1,1,7,1,2,1,1,1,0,1,4,6,3,1,0,1,1,2,6,0,1,1,0,0,1,0,7,4,5,0,0,9,124,202,3,0,5,5,2,3,2,0,0,1,0,0,0,1,4,0,0,5,0,2,0,2,1,2,1,0,0,0,7,12,7,13,1,3,0,0,3,2,6,7,5,1,3,9,0,3,0,3,0,1,7,1,3,3,0,0,0,10,4,1,2,1,10,4,16,0,0,0,0,0,1,0,3,1,0,13,20,0,0,0,0,0,1,4,0,6,6,17,1,1,3
01BR044,0,0,9,9,0,5,5,6,0,4,0,1,0,0,0,0,2,2,2,0,10,2,9,0,1,18,42,24,8,0,6,2,7,2,0,0,0,3,19,0,5,14,0,0,0,0,1,0,2,0,5,18,0,12,2,0,0,15,9,0,0,0,1,6,11,8,11,0,4,85,3,0,17,1,0,1,0,17,0,17,0,0,0,3,7,2,5,0,1,0,7,5,4,1,66,23,35,0,7,5,7,0,0,39,0,1,0,0,0,46,15,5,7,0,3,0,5,34,13,27,0,15,35,21,0,0,17,35,0,24,16,0,5,0,0,5,0,1,2,3,7,4,49,2,1,839,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,5,0,2,0,3,1,0,0,0,1,1,2,0,1,1,0,0,1,0,1,3,4,1,0,2,0,0,1,0,2,2,0,0,0,10,63,214,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,11,4,0,0,0,4,1,6,0,3,0,4,3,0,0,2,1,0,0,0,0,1,2,0,0,0,7,5,0,6,0,4,1,19,0,0,0,1,0,0,1,1,0,0,5,5,0,0,0,0,0,0,3,0,4,3,6,3,0,1
20BR001,0,0,29,80,11,1,0,8,1,10,26,48,0,0,0,4,23,0,3,0,18,22,41,0,17,69,55,293,30,0,1,1,75,24,18,10,0,22,36,36,6,33,2,0,0,1,1,0,2,4,25,84,5,80,6,1,0,27,3,0,12,0,70,158,44,39,1,0,13,429,117,7,78,7,3,7,6,1,0,10,0,25,22,1,38,3,59,0,3,0,5,8,0,6,550,304,515,1,9,38,20,0,1,510,3,33,15,0,21,570,281,220,0,0,58,0,218,811,12,204,1,37,301,161,0,67,394,1616,0,181,35,0,20,1,1,61,48,8,3,0,385,29,165,806,32,147,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1,2,7,1,5,4,2,2,4,2,1,0,3,0,1,4,2,0,3,0,0,0,0,0,0,3,2,1,0,1,1,1,0,1,2,4,1,3,0,0,4,135,132,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,1,0,0,1,2,2,1,1,2,1,0,0,2,1,1,8,2,0,5,3,11,4,4,3,4,3,0,9,0,0,0,0,0,3,2,0,3,3,0,0,0,2,3,0,6,0,1,5,21,0,0,0,1,0,0,0,0,0,0,16,14,0,0,0,0,0,0,2,0,4,3,0,1,6,1
06BR014,0,0,35,74,12,0,1,13,2,13,5,17,0,1,0,1,15,1,37,0,13,10,65,0,8,33,125,20,37,1,1,5,71,31,17,7,2,5,84,27,14,44,1,0,0,3,0,1,0,6,28,72,2,73,4,0,0,30,8,0,0,0,11,22,3,17,1,0,2,111,13,2,36,2,22,8,2,2,0,3,0,4,5,1,31,0,28,0,6,0,0,4,1,0,185,69,227,0,6,2,8,0,0,159,3,12,13,1,2,55,55,21,0,0,20,0,44,89,10,74,0,31,75,27,0,1,125,43,0,48,9,0,8,1,7,22,0,6,0,1,14,15,31,17,1,115,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,4,2,3,0,1,3,8,3,1,1,4,0,0,2,0,2,0,0,2,3,1,0,0,2,4,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,49,64,0,1,1,2,1,0,2,1,0,0,2,0,0,1,1,0,2,1,0,0,1,0,0,0,1,2,0,0,0,2,1,6,0,0,2,1,1,6,3,1,0,0,0,2,0,4,1,1,0,1,0,1,2,2,0,0,0,3,1,0,0,0,1,0,8,0,0,0,1,0,0,0,1,6,0,16,5,0,0,0,0,0,3,3,0,1,3,4,4,3,3
01BR027,2,0,17114,170,48,27,3,51,7,14,1698,84,0,0,0,2,46,1,4,0,692,6,159,0,9,738,1955,1971,388,0,0,2,1787,65,304,3,1550,104,886,1,31,68,0,0,0,2,0,0,7,3198,68,688,83,691,11,0,22,1661,35,2,2,0,89,49,31,84,61,0,9,299,158,41,1979,14,28,5,7,25,1,15,0,0,7,3,12,39,74,0,0,0,27,2448,2,2,1619,425,2755,0,38,20,15,1,3,377,62,21,2,0,7,8318,2532,87,4,2,95,0,2297,7946,1106,8702,0,19,4865,45,1,3,304,1011,3,2919,115,0,8,0,13,4493,8,13,6,0,253,25,1583,116,10,367,1,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,8,7,16,5,4,2,3,0,8,3,1,4,6,6,0,0,6,0,2,3,6,3,1,1,2,4,2,4,0,11,2,3,0,2,1,6,9,3,0,0,4,154,323,1,0,2,4,1,3,2,2,0,0,3,0,0,0,0,0,6,2,0,0,2,5,0,0,3,3,0,0,6,5,2,19,0,0,3,0,33,13,13,4,1,6,8,14,0,2,2,5,0,3,3,0,7,2,0,0,0,19,6,0,1,0,10,15,18,0,0,0,0,0,0,0,5,0,0,3,18,0,0,0,0,0,3,5,0,2,2,8,6,0,0
11BR025,0,0,9,7,4,5,0,5,0,1,0,6,0,0,0,3,1,0,0,0,2,1,6,0,0,8,27,14,21,0,0,0,7,1,1,0,0,0,7,1,1,13,0,0,0,0,1,0,0,0,5,9,11,5,0,0,4,7,2,0,4,0,3,3,0,6,0,0,0,30,0,4,5,2,7,5,1,0,0,0,0,0,1,0,2,0,3,0,0,0,0,5,0,0,9,22,25,0,0,1,0,0,0,18,0,0,0,0,0,20,3,6,3,0,0,0,10,37,2,10,0,12,7,0,0,1,6,16,0,43,2,0,4,0,1,11,0,1,0,0,3,0,2,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,2,0,2,4,0,2,1,0,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,2,1,0,0,2,33,38,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,3,1,0,0,0,3,4,2,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,47,10,0,2,0,2,1,8,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,1,1,0,1,6,2,2,2,1
11BR036,0,0,3,0,0,2,0,5,0,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,3,0,0,0,1,4,1,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,3,6,11,4,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,1,0,0,0,8,5,11,0,0,1,1,0,0,4,0,0,0,0,0,6,6,0,0,0,2,0,2,12,0,7,0,3,3,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4,26,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,1,3,2,1,1,0
01BR026,0,0,170,85,91,69,1,18,1,14,0,167,0,0,0,4,42,11,0,0,78,24,107,0,14,119,657,229,71,0,0,2,86,31,9,79,0,9,185,31,0,98,0,0,0,10,1,0,16,146,43,132,19,31,93,0,0,64,28,0,0,0,277,159,108,81,43,0,73,379,68,12,55,63,7,29,9,46,0,94,1,10,2,51,136,43,106,6,18,1,88,30,53,24,444,337,3002,8,29,54,278,0,0,768,9,17,8,22,61,330,208,468,5,0,81,0,126,225,62,302,0,46,320,83,4,1,59,92,0,88,35,0,49,0,16,97,8,34,4,7,131,17,135,12,1,1198,5,0,1,1,3,0,0,0,2,0,1,3,0,0,0,2,1,1,0,0,3,1,0,0,1,3,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,2,0,0,0,12,10,4,12,23,27,30,13,8,9,13,3,18,10,3,23,7,4,2,9,8,3,7,22,13,3,0,9,10,18,3,17,0,5,13,10,0,9,15,23,14,17,1,0,25,629,896,8,0,3,17,11,13,18,0,1,2,1,2,0,2,5,0,1,9,0,1,11,9,2,4,5,4,0,0,14,30,21,47,2,28,6,4,23,43,26,6,6,11,23,49,0,27,10,12,0,9,16,2,23,12,0,0,1,64,12,2,14,0,23,12,55,0,0,0,1,0,0,0,5,4,0,37,110,0,0,0,0,0,0,18,0,18,7,8,10,4,12
